"","...1","...2","id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","number_of_reviews_ltm","license","days_since_last_review","...22","dist_from_subway_in_miles","dist_from_airport_in_miles"
"99",99,99,1294389,"Metro 2 Blocks - Cozy w/Amenities",7037742,"Irmen Family",NA,"Brightwood Park, Crestwood, Petworth",38.93671,-77.02897,"Entire home/apt",100,31,38,"12/25/2021",0.52,2,257,6,NA,298,NA,0.304889378788001,5.85750301499978
"100",100,100,2033421,"Room in Renovated DC Rowhome (Nearly Private Home)",3331633,"Joe",NA,"Brookland, Brentwood, Langdon",38.91881,-76.9861,"Private room",90,90,80,"6/1/2022",0.88,3,76,2,NA,140,NA,0.559346198446795,5.39667595556701
"101",101,101,313405,"Blue Room - Washington 1-2p Bedroom Near Metro",1541062,"Donna",NA,"Colonial Village, Shepherd Park, North Portal Estates",38.9793,-77.0283,"Private room",90,1,14,"8/21/2022",0.11,2,349,7,"Hosted License: 5007242201000328",59,NA,0.595436577530712,8.79178397294931
"102",102,102,1396350,"DC Historic Rowhouse English Basement Unit-2BR",2487776,"Yavar",NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91935,-77.01181,"Entire home/apt",116,31,69,"4/12/2021",1.24,1,88,0,NA,555,NA,0.684205665125537,4.85074272588977
"103",103,103,322610,"Capitol Hill - Union Station",1651634,"Lois",NA,"Union Station, Stanton Park, Kingman Park",38.90094,-76.99943,"Entire home/apt",125,31,0,NA,NA,2,0,0,NA,-1,NA,0.463366622600139,3.96511433179831
"104",104,104,322611,"Capitol Hill, Union Station-huge",1651634,"Lois",NA,"Union Station, Stanton Park, Kingman Park",38.89966,-76.99946,"Entire home/apt",129,90,1,"9/20/2019",0.03,2,0,0,NA,1125,NA,0.453504383149692,3.88944986242189
"105",105,105,326938,"Georgetown's Chateau Bleu - Prv Rm1",1671809,"Mary Beth",NA,"Georgetown, Burleith/Hillandale",38.91642,-77.0706,"Private room",139,31,25,"5/11/2022",0.2,4,365,2,NA,161,NA,1.15904992230159,4.78789932954074
"106",106,106,2060129,"3 blocks to Capitol - Great Neighborhood- Gorgeous Patio - Walkable Vibrant Area - Blazing Wifi -Veteran owned small business since 1997",10292686,"Capitol Hill Stay",NA,"Capitol Hill, Lincoln Park",38.89068,-77.00155,"Entire home/apt",166,31,25,"6/18/2022",0.3,19,365,1,NA,123,NA,0.433914272830859,3.31384231032914
"107",107,107,2089771,"Corporate Fully Furnished Studio in Dupont Circle",10666699,"Cedric",NA,"West End, Foggy Bottom, GWU",38.9076,-77.04689,"Entire home/apt",93,31,35,"1/2/2022",0.33,1,0,2,NA,290,NA,0.234778112741176,3.86225475662475
"108",108,108,1407284,"1 bedroom Suite in Columbia Heights",2231801,"Juanita",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92489,-77.02806,"Private room",45,31,30,"11/30/2021",0.39,2,0,1,NA,323,NA,0.319081743881858,5.04999725771909
"109",109,109,2097166,"Comfort & Charm in Georgetown - 3BD",19624207,"Ric",NA,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.90632,-77.08163,"Entire home/apt",330,3,96,"7/10/2022",0.93,2,20,10,"Hosted License: 5007242201000571
Unhosted License: 5007262201000572",101,NA,0.922429136549424,4.44414108860984
"110",110,110,2098615,"Cozy Pied-à-Terre @ Union Inn",6027536,"Freddie",NA,"Union Station, Stanton Park, Kingman Park",38.9042,-77.00228,"Entire home/apt",186,7,131,"9/4/2021",1.25,2,89,0,"Exempt",410,NA,0.199031181599922,4.08200507855291
"111",111,111,339208,"METRO ACCESSIBLE TWO BEDROOM APT",1722407,"Wayne",NA,"Capitol View, Marshall Heights, Benning Heights",38.89094,-76.93638,"Entire home/apt",75,4,137,"9/12/2022",1.07,1,308,14,"Hosted License: 5007242201000688",37,NA,0.108538730943976,6.14688489682572
"112",112,112,1416138,"Relax and Sleep in Class in Shaw",7630547,"Joel",NA,"Shaw, Logan Circle",38.91341,-77.02253,"Private room",71,1,267,"9/11/2022",2.44,3,37,73,"Hosted License: 5007242201001617
Unhosted License: 5007242201001617",38,NA,0.0340263742048578,4.31068200001691
"113",113,113,355527,"Steps for US Capitol .. Library of Congress",1096793,"Marina",NA,"Capitol Hill, Lincoln Park",38.88408,-77.0035,"Entire home/apt",175,2,149,"8/22/2022",1.16,1,168,15,"Hosted License: 5006701000005377",58,NA,0.112710494060411,2.89057850604268
"114",114,114,2111965,"Large bedroom in Cozy brick house",9354986,"Jonathon",NA,"Takoma, Brightwood, Manor Park",38.96725,-77.02451,"Private room",75,1,15,"3/31/2022",0.16,5,341,1,"Hosted License: 5007242201001133",202,NA,0.700879639631428,7.97790707583154
"115",115,115,2115421,"Nice room for rent on 18th st, few mins to Dupont",315148,"John",NA,"Dupont Circle, Connecticut Avenue/K Street",38.90645,-77.03694,"Private room",55,31,9,"1/23/2022",0.7,46,270,7,NA,269,NA,0.269718482789732,3.75037776407344
"116",116,116,1446230,"Long Term Luxury: Exquisite Studio AdMo",3574033,"Grace",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92806,-77.03796,"Entire home/apt",85,31,21,"5/27/2022",0.19,6,270,2,NA,145,NA,0.295515179689835,5.24125967124865
"117",117,117,2137730,"Fun cheerful apt in heart of DC",10285421,"Medea",NA,"Union Station, Stanton Park, Kingman Park",38.90012,-76.99736,"Private room",60,31,9,"4/13/2020",0.15,1,0,0,NA,919,NA,0.56791680153548,3.97857432573014
"118",118,118,382111,"Capitol Hill Historic District Apt!",1907809,"Micha",NA,"Capitol Hill, Lincoln Park",38.89099,-76.99458,"Entire home/apt",175,3,260,"6/10/2022",2.05,1,0,10,"Hosted License: 5007242201000627",131,NA,0.445665288286358,3.56971865965916
"119",119,119,1449453,"Efficiency Suite 1 bedroom - great location",7382157,"Ann",NA,"Union Station, Stanton Park, Kingman Park",38.8942,-76.97563,"Entire home/apt",67,2,25,"7/3/2018",0.3,1,0,0,"Exempt",1569,NA,0.522462391894707,4.4634968253272
"120",120,120,409582,"Capitol Hill studio apartment (Eastern Market)",2038963,"Kelly",NA,"Capitol Hill, Lincoln Park",38.88306,-76.99497,"Entire home/apt",126,2,551,"8/26/2022",4.34,1,121,24,"Hosted License: 5007242101000002",54,NA,0.122146483943633,3.16321303202828
"121",121,121,437005,"The Buddha behind the ""Blue Door""",2170422,"Greta",NA,"Historic Anacostia",38.86256,-76.98689,"Private room",396,31,105,"9/23/2021",0.83,2,364,1,NA,391,NA,0.464039291087664,2.86641408681065
"122",122,122,2141766,"Stylish suite in DC",10930361,"Kim",NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.92317,-77.00073,"Entire home/apt",91,2,369,"8/27/2022",3.5,1,73,58,"Hosted License: 5007242201000951",53,NA,0.299114692009047,5.30296897621137
"123",123,123,2187594,"1 BR Corporate/Vacation Apartment",11154497,"Stephen",NA,"Brightwood Park, Crestwood, Petworth",38.95356,-77.03007,"Entire home/apt",69,7,138,"8/28/2022",1.37,1,333,15,"Hosted License: 5007242201001413",52,NA,1.16915474576401,7.0131147139151
"124",124,124,1472332,"★Free Parking . Queen Bed Comfy With Patio ★",7882953,"Escale",NA,"North Michigan Park, Michigan Park, University Heights",38.94858,-76.99163,"Private room",70,3,78,"8/13/2022",1.08,3,360,17,"Hosted License: 5007242201002134",67,NA,0.62004756036351,7.11644366991443
"125",125,125,2241084,"Gem of a townhouse near Dupont Circle/ Georgetown",11418968,"Reehana",NA,"Georgetown, Burleith/Hillandale",38.90912,-77.05487,"Entire home/apt",195,31,97,"3/29/2022",1.29,1,0,5,NA,204,NA,0.626250826070941,4.04456742194494
"126",126,126,453159,"1 block to metro-Capitol Hill Garden flat",40168,"Crystal",NA,"Capitol Hill, Lincoln Park",38.87772,-76.985,"Entire home/apt",133,3,331,"8/28/2022",2.67,1,282,36,"Hosted License: 5007242201001171",52,NA,0.246524769252387,3.37692898486716
"127",127,127,1484387,"Master BR (free parking), Columbia Heights",2639916,"Georg",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9316,-77.02438,"Private room",120,31,16,"9/17/2015",0.15,1,365,0,NA,2589,NA,0.406223027347972,5.53347960911663
"128",128,128,2241400,"Modern, central studio with it all!",774839,"Nazgol And Jed",NA,"Shaw, Logan Circle",38.9136,-77.02838,"Entire home/apt",125,10,64,"6/24/2022",0.61,1,163,2,"Exempt",117,NA,0.240178523199082,4.27388304504795
"129",129,129,1488282,"Chic Oasis ♥ Clean, Close to Metro",2629218,"Lexie And Graham",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93441,-77.02773,"Entire home/apt",151,2,463,"8/31/2022",4.21,2,172,57,"Hosted License: 5007242201001031",49,NA,0.313135947714257,5.70540291767219
"130",130,130,2257433,"Dreamy 1Bed/1.5Bath +Parking",3574033,"Grace",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9244,-77.03576,"Entire home/apt",149,31,58,"7/20/2022",0.57,6,88,9,NA,91,NA,0.295232833219664,4.98982092964296
"131",131,131,2257488,"Dream loft, quiet in the city + Parking",3574033,"Grace",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92462,-77.03426,"Entire home/apt",197,31,143,"6/13/2022",1.47,6,267,16,NA,128,NA,0.2412737496693,5.00739766795708
"132",132,132,453315,"Efficiency suite in Capitol Hill",2252538,"Adam And Jen",NA,"Union Station, Stanton Park, Kingman Park",38.89538,-76.98648,"Entire home/apt",104,2,875,"8/29/2022",6.95,1,329,41,"Hosted License: 5007242201000823",51,NA,0.787464927885059,4.09123815949189
"133",133,133,1520425,"Brand-new, family-friendly home",7777552,"Sejal",NA,"Union Station, Stanton Park, Kingman Park",38.90179,-76.99127,"Entire home/apt",284,2,48,"8/28/2022",0.44,1,195,19,"Hosted License: 5007242201001150",52,NA,0.736345105472975,4.26393674125909
"134",134,134,501809,"Upstair Private Close to Everything",481929,"Chris",NA,"Howard University, Le Droit Park, Cardozo/Shaw",38.91454,-77.01814,"Private room",80,31,32,"5/31/2022",0.29,4,349,1,NA,141,NA,0.218547915906923,4.43871476714479
"135",135,135,542144,"Ground floor apartment by Eastern Market metro",2666087,"Rhea",NA,"Capitol Hill, Lincoln Park",38.88745,-76.99293,"Entire home/apt",145,31,30,"8/20/2022",0.28,1,257,1,NA,60,NA,0.256942479657301,3.45310709962691
"136",136,136,2259215,"Dream Penthouse + Parking. Walk Everywhere!",3574033,"Grace",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9252,-77.03629,"Entire home/apt",184,31,164,"8/13/2022",1.64,6,172,1,NA,67,NA,0.273730180221988,5.04448499456689
"137",137,137,2277705,"Charming Lincoln Park Apartment",11630609,"Steven And Stephanie",NA,"Capitol Hill, Lincoln Park",38.8892,-76.98778,"Entire home/apt",114,3,313,"9/14/2022",3,1,141,56,"Hosted License: 5007242201000882",35,NA,0.54866174812987,3.73915296814802
"138",138,138,1537822,"Park View Apt: kitchen | wifi | garden",8199495,"Natalya",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93362,-77.02555,"Entire home/apt",112,2,138,"8/29/2022",3.32,1,37,46,"Hosted License: 5007242201000521",51,NA,0.287306027448391,5.66384533746857
"139",139,139,2304761,"Lovely private room close to Dupont circle",315148,"John",NA,"Dupont Circle, Connecticut Avenue/K Street",38.91496,-77.0425,"Private room",55,31,10,"5/15/2022",0.14,46,78,2,NA,157,NA,0.37281111586329,4.34526064652502
"140",140,140,1561287,"Charming Adams Morgan bedroom in DC",8308015,"Jana",NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92261,-77.04194,"Private room",85,31,65,"5/9/2022",0.87,2,343,8,NA,163,NA,0.597321753110555,4.87070258850364
"141",141,141,2308259,"Georgetown 2 b-Garden Apt",11788216,"Samia",NA,"Georgetown, Burleith/Hillandale",38.90538,-77.06741,"Entire home/apt",199,31,112,"7/26/2022",1.08,1,89,30,NA,85,NA,0.675726307165574,4.01836816660304
"142",142,142,560341,"Business Economy Room-DC Best Value",738459,"Natasha",NA,"Brightwood Park, Crestwood, Petworth",38.94306,-77.04405,"Private room",59,30,22,"10/30/2014",0.18,5,105,0,"Hosted License: 5007242201000811
Unhosted License: 5007262201000812",2911,NA,0.954472009767306,6.2858181623977
"143",143,143,1571112,"Surprisingly Sunny, Arty Apartment",8354112,"Marcy",NA,"Dupont Circle, Connecticut Avenue/K Street",38.91579,-77.04042,"Entire home/apt",145,180,132,"6/1/2020",1.2,2,97,0,"Hosted License: 5007242201001262",870,NA,0.456999848217216,4.39712423586216
"144",144,144,563607,"Boutique Dupont Apartment with in unit W/D",2771266,"Shafiq",NA,"Dupont Circle, Connecticut Avenue/K Street",38.91564,-77.03796,"Entire home/apt",130,1,70,"9/14/2022",0.93,1,49,64,"Hosted License: 5007242201000536
Unhosted License: 5007262201000537",35,NA,0.511973374603145,4.38428351631803
"145",145,145,583236,"Grand House in the Heart of Washington DC",345318,"Joi",NA,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.93449,-77.06499,"Entire home/apt",800,3,23,"8/19/2022",0.22,1,48,5,"Exempt",61,NA,0.379701061351728,5.8769797678078
"146",146,146,2308761,"Stylish Basement w/ parking at amazing location!",11771833,"Luisa",NA,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87859,-77.02019,"Entire home/apt",149,2,129,"2/29/2020",1.26,2,0,0,"Hosted License: 5007242201001118",963,NA,0.207019115076629,2.0626682177163
"147",147,147,2318183,"Columbia Heights-Noel's Place",8041566,"Chris",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93443,-77.03307,"Entire home/apt",100,2,41,"3/27/2022",0.42,1,175,1,"Unhosted License: 5007262201000406",206,NA,0.455183911209022,5.68638477698342
"148",148,148,1601459,"Master bedroom",3343073,"David",NA,"Brightwood Park, Crestwood, Petworth",38.94012,-77.03388,"Private room",40,31,43,"9/5/2016",0.4,1,0,0,NA,2235,NA,0.598012661266457,6.07695471451181
"149",149,149,610655,"Beautiful Condo In NW Washington DC",3027744,"Deon",NA,"Brightwood Park, Crestwood, Petworth",38.95792,-77.02189,"Entire home/apt",89,31,155,"4/18/2019",1.27,1,0,0,NA,1280,NA,1.15339042237004,7.3524109554261
"150",150,150,1613892,"Charming 1BR English Basement Apt.",8591234,"Sean",NA,"Union Station, Stanton Park, Kingman Park",38.89489,-76.98935,"Entire home/apt",132,2,316,"9/6/2022",2.89,8,61,31,"Hosted License: 5007242201000086",43,NA,0.795703053559132,3.96050190007667
"151",151,151,2343987,"Bedroom in Capitol Hill row-house",11970274,"Michael",NA,"Union Station, Stanton Park, Kingman Park",38.89689,-76.99644,"Private room",63,2,397,"9/1/2022",3.81,1,281,32,"Hosted License: 5007242201000899",48,NA,0.602415478723632,3.8243435892416
"152",152,152,1628328,"Private row house apartment nestled in Shaw",8654665,"Jason & Sandi",NA,"Shaw, Logan Circle",38.9126,-77.01748,"Entire home/apt",153,2,402,"9/13/2022",4.19,1,331,49,"Unhosted License: 5007242201000148",36,NA,0.249672730047707,4.31797766305482
"153",153,153,2351587,"Spacious & Modern in West End",1864688,"Blü Properties",NA,"West End, Foggy Bottom, GWU",38.90308,-77.05063,"Entire home/apt",280,31,344,"8/20/2022",3.36,16,106,36,NA,60,NA,0.16493114454872,3.58779691539374
"154",154,154,627758,"Georgetown's Chateau Bleu - 2lv hse",1671809,"Mary Beth",NA,"Georgetown, Burleith/Hillandale",38.9164,-77.06898,"Entire home/apt",299,31,12,"6/18/2022",0.11,4,341,1,NA,123,NA,1.08502409329695,4.7541295566576
"155",155,155,1641184,"Peaceful Oasis Near U St/Dupont; Private Bedroom",8713526,"Monika Rae",NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92042,-77.03977,"Private room",90,31,72,"3/12/2022",0.66,1,264,2,NA,221,NA,0.646331152337106,4.71543860862611
"156",156,156,638604,"Georgetown's Chateau Bleu - BsmtApt",1671809,"Mary Beth",NA,"Georgetown, Burleith/Hillandale",38.91438,-77.06933,"Entire home/apt",159,31,6,"7/5/2022",0.06,4,288,1,NA,106,NA,1.18272136997014,4.63141955190629
"157",157,157,1667080,"Private & Comfortable NoMa Studio",8828921,"Tony",NA,"Union Station, Stanton Park, Kingman Park",38.90438,-77.00177,"Entire home/apt",107,2,248,"8/27/2022",2.3,1,119,21,"Hosted License: 5007242201000353",53,NA,0.19483666295447,4.10617679259472
"158",158,158,654835,"Georgetown's Chateau Bleu - Prv Rm2",1671809,"Mary Beth",NA,"Georgetown, Burleith/Hillandale",38.91504,-77.07064,"Private room",139,31,14,"5/14/2022",0.12,4,359,4,NA,158,NA,1.21275285441208,4.7006074906833
"159",159,159,2361802,"Historic Home steps from Capitol",12062787,"Shana",NA,"Capitol Hill, Lincoln Park",38.88277,-77.00837,"Entire home/apt",175,3,317,"8/30/2022",3.05,1,204,38,"Hosted License: 5007242201001242",50,NA,0.237194511365173,2.65376043114614
"160",160,160,1688139,"Super Sunny Studio AdMo",476581,"KoKo",NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91897,-77.0464,"Entire home/apt",80,31,21,"8/7/2022",0.2,1,334,2,NA,73,NA,0.535295339929166,4.63843427081639
"161",161,161,2365726,"One Bedroom for Rent in Rowhouse",6355960,"Matthew",NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9171,-77.00075,"Private room",56,1,90,"5/1/2022",0.87,3,337,16,"Hosted License: 5007242201000672",171,NA,0.379391698465062,4.91779923386026
"162",162,162,1690515,"Quiet Corner Unit Central to All!!",3574033,"Grace",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92638,-77.03658,"Entire home/apt",248,31,0,NA,NA,6,364,0,NA,-1,NA,0.241949575432134,5.12568284845447
"163",163,163,2371799,"Lux 2 Bedroom near White House w/wifi",9419684,"Churchill",NA,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.899914,-77.03313,"Entire home/apt",364,31,14,"2/17/2017",0.13,13,362,0,NA,2070,NA,0.102244457040629,3.30857609969368
"164",164,164,2380536,"Spacious 1BR in Capitol Hill",12161205,"Terry",NA,"Capitol Hill, Lincoln Park",38.882431,-76.992867,"Entire home/apt",111,31,124,"6/9/2022",1.19,1,14,14,NA,132,NA,0.228799101885114,3.22045004423939
"165",165,165,660514,"Master Suite- Private Deck, Whirlpool bath",2231801,"Juanita",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92539,-77.02934,"Private room",37,31,6,"9/6/2021",0.12,2,20,0,NA,408,NA,0.243957100438765,5.07755381181533
"166",166,166,688914,"Master BR and Bath in Sunny TH",3517743,"Kanita",NA,"Douglas, Shipley Terrace",38.85045,-76.97992,"Private room",150,31,6,"8/13/2022",0.15,4,349,2,NA,67,NA,0.573738922818136,3.15667794773576
"167",167,167,1761677,"Classic scandinavian, kid haven",9260186,"Maj",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92918,-77.04035,"Entire home/apt",299,3,90,"8/15/2022",0.85,1,2,26,"Hosted License: 5007242201000268
Unhosted License: 5007262201000269",65,NA,0.435481636178142,5.32049223416182
"168",168,168,1778080,"Gorgeous Washington, D.C. Getaway",9335278,"Jennifer",NA,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92263,-77.04492,"Entire home/apt",120,90,66,"9/29/2018",0.61,1,365,0,NA,1481,NA,0.443378958699203,4.88252351110824
"169",169,169,713529,"03. The perfect Baseball fans hangout",3672670,"Dennis",NA,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87182,-77.01231,"Private room",91,1,605,"9/2/2022",5.14,14,149,52,"Hosted License: 5007242201000434",47,NA,0.428324632736775,1.94237148706193
"170",170,170,2466942,"Cozy Colonial N Convenient Location",12615669,"Susanne",NA,"Colonial Village, Shepherd Park, North Portal Estates",38.98661,-77.03505,"Private room",140,7,54,"9/27/2021",0.53,1,331,1,"Hosted License: 5007242201000377",387,NA,0.552646031358871,9.2823152089651
"171",171,171,2468252,"Basement apartment-great location",4690322,"Erdal",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92398,-77.0312,"Entire home/apt",114,31,19,"4/12/2020",0.19,1,349,0,NA,920,NA,0.276798808970849,4.97238979264402
"172",172,172,2476761,"Blazing WIFI - 3 blocks to Capitol - Gorgeous East Capitol Street - Private Patio-Walkable Area - Veteran Owned Small Business",10292686,"Capitol Hill Stay",NA,"Capitol Hill, Lincoln Park",38.89013,-77.00026,"Entire home/apt",201,31,69,"5/13/2022",0.88,19,288,17,NA,159,NA,0.439237131774873,3.32624795619976
"173",173,173,2477325,"Bedroom in NW DC",11559071,"Alex",NA,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.90641,-77.01277,"Private room",89,2,268,"8/11/2022",2.59,4,156,26,"Hosted License: 5007242201001647",69,NA,0.499413888400099,3.98688994890765
"174",174,174,1789722,"Top Listing! Large 1BR Zen Boutique",9391057,"Jenny",NA,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93118,-77.03811,"Entire home/apt",179,2,393,"8/28/2022",3.62,2,153,31,"Hosted License: 5007242201000979",52,NA,0.380711220699121,5.45656659483583
